# Frequency Average_Intensity Standard_Deviation
1.005139806869333370e+03 3.122871125538295923e-05 7.131029181184092312e-06
1.009587328138666749e+03 3.125286629742279930e-05 7.417316905774897005e-06
1.014034849408000014e+03 3.116306547470486753e-05 7.670193986511652636e-06
1.018482370677333506e+03 3.097730913049954419e-05 7.839174489284426406e-06
1.022929891946666771e+03 3.072755538901477247e-05 7.886708044386246365e-06
1.027377413216000150e+03 3.045400391381162722e-05 7.800490262325709303e-06
1.031824934485333415e+03 3.019791973136898858e-05 7.599057178792497684e-06
1.036272455754666908e+03 2.999415424534364788e-05 7.329128368082432657e-06
1.040719977024000173e+03 2.986535945800838189e-05 7.053711780031374810e-06
1.045167498293333438e+03 2.981827675103745630e-05 6.832474038153502135e-06
1.049615019562666930e+03 2.984324537276731004e-05 6.700929095420903228e-06
1.054062540832000195e+03 2.991642614588546184e-05 6.658583440278895911e-06
1.058510062101333460e+03 3.000471140435700609e-05 6.674650562377821418e-06
1.062957583370666725e+03 3.007197276919731721e-05 6.706076874702836404e-06
1.067405104639999990e+03 3.008561380415222716e-05 6.715640458764309732e-06
1.071852625909333256e+03 3.002209566031538765e-05 6.682106467464021377e-06
1.076300147178666748e+03 2.987091872229147050e-05 6.602198619492961574e-06
1.080747668448000013e+03 2.963580644158457560e-05 6.487194372376633022e-06
1.085195189717333506e+03 2.933370296712731022e-05 6.357143762506060485e-06
1.089642710986666771e+03 2.899142235425311752e-05 6.234401122956292172e-06
1.094090232256000036e+03 2.864098390545987986e-05 6.137146386087830110e-06
1.098537753525333528e+03 2.831414709898735587e-05 6.074456625308634797e-06
1.102985274794666793e+03 2.803770273599279583e-05 6.043627849127849194e-06
1.107432796064000058e+03 2.782968043000264621e-05 6.031400581346811565e-06
1.111880317333333323e+03 2.769775280199781789e-05 6.018359048099600428e-06
1.116327838602666588e+03 2.763947653407487944e-05 5.985155938382492904e-06
1.120775359872000308e+03 2.764448092773224403e-05 5.918699162280595655e-06
1.125222881141333573e+03 2.769802842806570940e-05 5.816754952723150998e-06
1.129670402410666838e+03 2.778531046639453548e-05 5.690293565100058119e-06
1.134117923680000104e+03 2.789499663372313460e-05 5.562788285111618703e-06
1.138565444949333369e+03 2.802204765607039483e-05 5.465684854115483138e-06
1.143012966218666634e+03 2.816874011873394412e-05 5.429371607967492974e-06
1.147460487488000126e+03 2.834369613083203489e-05 5.471937502256909281e-06
1.151908008757333391e+03 2.855970126110205957e-05 5.591432116719383793e-06
1.156355530026666656e+03 2.883012845665916887e-05 5.766749447947352669e-06
1.160803051296000149e+03 2.916573529926864619e-05 5.966995588628259040e-06
1.165250572565333414e+03 2.957181002200476845e-05 6.163657850968944865e-06
1.169698093834666906e+03 3.004675694213710660e-05 6.338797362775188191e-06
1.174145615104000171e+03 3.058236058360733819e-05 6.487727218982408294e-06
1.178593136373333436e+03 3.116540670938427375e-05 6.615971171702992859e-06
1.183040657642666702e+03 3.178043504827435305e-05 6.732770044491996874e-06
1.187488178911999967e+03 3.241275288114002767e-05 6.844235103724840410e-06
1.191935700181333232e+03 3.305093416844921044e-05 6.948660911303702222e-06
1.196383221450666952e+03 3.368853845789402242e-05 7.036440287046413392e-06
1.200830742720000217e+03 3.432460254527650988e-05 7.093647240757465555e-06
1.205278263989333482e+03 3.496300746872159506e-05 7.107747653917216091e-06
1.209725785258666747e+03 3.561121477564070122e-05 7.073584543089578675e-06
1.214173306528000012e+03 3.627863280312659068e-05 6.998409419402386556e-06
1.218620827797333504e+03 3.697536023960451508e-05 6.905913378091208781e-06
1.223068349066666769e+03 3.771112028541549028e-05 6.838528701835418085e-06
1.227515870336000035e+03 3.849490251139525606e-05 6.855001623012143988e-06
1.231963391605333300e+03 3.933494011488298159e-05 7.017827390884438350e-06
1.236410912874666792e+03 4.023857964079386243e-05 7.368938828905355935e-06
1.240858434144000057e+03 4.121252626994213953e-05 7.906081601156533445e-06
1.245305955413333550e+03 4.226262877853357658e-05 8.579771775689770479e-06
1.249753476682666815e+03 4.339415012577716433e-05 9.314907153650064294e-06
1.254200997952000080e+03 4.461229839400274318e-05 1.004274206990666368e-05
1.258648519221333345e+03 4.592339333836857027e-05 1.072626341853613647e-05
1.263096040490666610e+03 4.733675361372491352e-05 1.136955495636749714e-05
1.267543561760000102e+03 4.886702927817523966e-05 1.200942729163744963e-05
1.271991083029333595e+03 5.053619379957590698e-05 1.269426412546711913e-05
1.276438604298666860e+03 5.237542579215947807e-05 1.346519815106912977e-05
1.280886125568000125e+03 5.442519381082296245e-05 1.435246512775138221e-05
1.285333646837333390e+03 5.673429503202401475e-05 1.538560484789748141e-05
1.289781168106666883e+03 5.935751254018072868e-05 1.660123576571138275e-05
1.294228689376000148e+03 6.235287224485487763e-05 1.803515878531807402e-05
1.298676210645333413e+03 6.577930527219055042e-05 1.970663464198564916e-05
1.303123731914666678e+03 6.969559671194923704e-05 2.161509945781127205e-05
1.307571253183999943e+03 7.416116125934176006e-05 2.375960991742914733e-05
1.312018774453333435e+03 7.923818027287665299e-05 2.616333338328499477e-05
1.316466295722666928e+03 8.499406424834832013e-05 2.887298959243114304e-05
1.320913816992000193e+03 9.150242888220968672e-05 3.192095872298387430e-05
1.325361338261333458e+03 9.884073795661321173e-05 3.527316573003088079e-05
1.329808859530666723e+03 1.070833668202930716e-04 3.881142945539176520e-05
1.334256380799999988e+03 1.162891055375916570e-04 4.237552957492290865e-05
1.338703902069333481e+03 1.264858894053195136e-04 4.585502836964001178e-05
1.343151423338666746e+03 1.376533473858416415e-04 4.927694029841024793e-05
1.347598944608000238e+03 1.497092743855639788e-04 5.283684617342590431e-05
1.352046465877333503e+03 1.625023044812832010e-04 5.682830160581691243e-05
1.356493987146666768e+03 1.758156096795386353e-04 6.148342919272735895e-05
1.360941508416000033e+03 1.893821497471599139e-04 6.680721074163887413e-05
1.365389029685333526e+03 2.029121836945319143e-04 7.251445078297118977e-05
1.369836550954666791e+03 2.161278028885482206e-04 7.809746555620935497e-05
1.374284072224000056e+03 2.288023789841501425e-04 8.296678333476092591e-05
1.378731593493333321e+03 2.407950119364941932e-04 8.658742309326254911e-05
1.383179114762666586e+03 2.520760548197788198e-04 8.857340106970023122e-05
1.387626636032000306e+03 2.627397113388927436e-04 8.874806552032982806e-05
1.392074157301333571e+03 2.729975351852852779e-04 8.718419589298007078e-05
1.396521678570666836e+03 2.831568598429824160e-04 8.425938192825916805e-05
1.400969199840000101e+03 2.935847392640105759e-04 8.072988145107545192e-05
1.405416721109333366e+03 3.046594255100737751e-04 7.780340982183274717e-05
1.409864242378666631e+03 3.167202691165019136e-04 7.709569786699958696e-05
1.414311763648000124e+03 3.300157258820768488e-04 8.026722140657134943e-05
1.418759284917333389e+03 3.446589100155451435e-04 8.836710158484396024e-05
1.423206806186666881e+03 3.605931658629157768e-04 1.014433786552992520e-04
1.427654327456000146e+03 3.775735551191887604e-04 1.187825196985717497e-04
1.432101848725333411e+03 3.951686947818306957e-04 1.393334004890558477e-04
1.436549369994666904e+03 4.127815807062231021e-04 1.619052484920925465e-04
1.440996891264000169e+03 4.296971303001004511e-04 1.851865200929297950e-04
1.445444412533333434e+03 4.451537674574661740e-04 2.077618063965652100e-04
1.449891933802666699e+03 4.584328733566887175e-04 2.282050247363907934e-04
1.454339455071999964e+03 4.689627289875696503e-04 2.452404001270333165e-04
1.458786976341333457e+03 4.764195559235908056e-04 2.579239450712289203e-04
1.463234497610666949e+03 4.808160438568986482e-04 2.657778896906585748e-04
1.467682018880000214e+03 4.825510417466146373e-04 2.688268092364313956e-04
1.472129540149333479e+03 4.824132690421847479e-04 2.675198549400275975e-04
1.476577061418666744e+03 4.815226547389950783e-04 2.625678972934975962e-04
1.481024582688000010e+03 4.812084983965054944e-04 2.547803184002964952e-04
1.485472103957333502e+03 4.828338184428899614e-04 2.450014195887956279e-04
1.489919625226666767e+03 4.875870357034432323e-04 2.342084305109721316e-04
1.494367146496000032e+03 4.962690324074410173e-04 2.237245392269621147e-04
1.498814667765333297e+03 5.091134567020599074e-04 2.153510847091690602e-04
1.503262189034666790e+03 5.256679423551889520e-04 2.111372899098492412e-04
1.507709710304000282e+03 5.447729517193544832e-04 2.126377043458322865e-04
1.512157231573333547e+03 5.646397333033734535e-04 2.200182219961060342e-04
1.516604752842666812e+03 5.830323984489805536e-04 2.317874183804865954e-04
1.521052274112000077e+03 5.975271833446990557e-04 2.454188255421050680e-04
1.525499795381333342e+03 6.058165067477133594e-04 2.582764958021920455e-04
1.529947316650666608e+03 6.060092428026033450e-04 2.682555408328331746e-04
1.534394837920000100e+03 5.968840984506875976e-04 2.740022803613330771e-04
1.538842359189333592e+03 5.780555688309019311e-04 2.748518494516632537e-04
1.543289880458666858e+03 5.500264341814134874e-04 2.706448568646029323e-04
1.547737401728000123e+03 5.141278396308777022e-04 2.615403479917467397e-04
1.552184922997333388e+03 4.723456177837692281e-04 2.478996603328753406e-04
1.556632444266666880e+03 4.270796828740799499e-04 2.302615491016124559e-04
1.561079965536000145e+03 3.808629541939936619e-04 2.093767878989011473e-04
1.565527486805333410e+03 3.360906119255511267e-04 1.862518622552506960e-04
1.569975008074666675e+03 2.947946658100437326e-04 1.621421126660178391e-04
1.574422529343999940e+03 2.584924112273579702e-04 1.384739199308202549e-04
1.578870050613333660e+03 2.281228362114447151e-04 1.167018815337727021e-04
1.583317571882666925e+03 2.040642822573293831e-04 9.812455932937135027e-05
1.587765093152000190e+03 1.862209103591181292e-04 8.369912656306653144e-05
1.592212614421333456e+03 1.741505537688110307e-04 7.388632093445562335e-05
1.596660135690666721e+03 1.672067493646657360e-04 6.859347087779958717e-05
1.601107656959999986e+03 1.646692962630263914e-04 6.727613015148782420e-05
1.605555178229333478e+03 1.658451582789158209e-04 6.915231744323145527e-05
1.610002699498666743e+03 1.701295952322949957e-04 7.338606655765910175e-05
1.614450220768000236e+03 1.770279838568892530e-04 7.918189004375282374e-05
1.618897742037333501e+03 1.861474281779034302e-04 8.584717478955890475e-05
1.623345263306666766e+03 1.971673789059905590e-04 9.285472233551119109e-05
1.627792784576000258e+03 2.098034815613156418e-04 9.988752809839803392e-05
1.632240305845333523e+03 2.237794586037043418e-04 1.068487753207937228e-04
1.636687827114666788e+03 2.388068799769850687e-04 1.138174118356017657e-04
1.641135348384000054e+03 2.545831477318560572e-04 1.209710289017483764e-04
1.645582869653333319e+03 2.707980991845382866e-04 1.284939228242248368e-04
1.650030390922666584e+03 2.871498744077758390e-04 1.365178275025689708e-04
1.654477912192000304e+03 3.033613634228154261e-04 1.451149877494320038e-04
1.658925433461333569e+03 3.191918228944431524e-04 1.543502804865323947e-04
1.663372954730666834e+03 3.344405387722951999e-04 1.643458351772396353e-04
1.667820476000000099e+03 3.489416940901129863e-04 1.752972532688868324e-04
1.672267997269333364e+03 3.625529150368631015e-04 1.874018387766261348e-04
1.676715518538666856e+03 3.751390817158704264e-04 2.007073923153376881e-04
1.681163039808000121e+03 3.865569701739427324e-04 2.149617421701477708e-04
1.685610561077333386e+03 3.966429829597711430e-04 2.295537847604211320e-04
1.690058082346666879e+03 4.052084334881734173e-04 2.435961668562687413e-04
1.694505603616000144e+03 4.120425993637613638e-04 2.561159102055836031e-04
1.698953124885333636e+03 4.169232996803141802e-04 2.662662644904391818e-04
1.703400646154666902e+03 4.196319429602401183e-04 2.734843618344213654e-04
1.707848167424000167e+03 4.199755980619795004e-04 2.775389095662322532e-04
1.712295688693333432e+03 4.178068783277701656e-04 2.784665557243496217e-04
1.716743209962666697e+03 4.130436052862190778e-04 2.764346117245745221e-04
