# Frequency Average_Intensity Standard_Deviation
2.312711060053333313e+03 4.497769239419788112e-06 4.331872892238103826e-06
2.320123595502222543e+03 4.405775565526799867e-06 4.024528164725024055e-06
2.327536130951111318e+03 4.501860900957809698e-06 3.771469668818675868e-06
2.334948666400000093e+03 4.784930243689894188e-06 3.777927637848780859e-06
2.342361201848889323e+03 5.225652014074765478e-06 4.066510616913654120e-06
2.349773737297778098e+03 5.765147317827941340e-06 4.472065299945206120e-06
2.357186272746666873e+03 6.327334574592166473e-06 4.830703819525694648e-06
2.364598808195555648e+03 6.837963153425339358e-06 5.075198458420468255e-06
2.372011343644444423e+03 7.239643954180762010e-06 5.216690524457528549e-06
2.379423879093333198e+03 7.496711317538435994e-06 5.294402175458933915e-06
2.386836414542222428e+03 7.591042073523073636e-06 5.332894309701021207e-06
2.394248949991111658e+03 7.515741703780529925e-06 5.324647824798572146e-06
2.401661485440000433e+03 7.272587396956680580e-06 5.240185585016488283e-06
2.409074020888889208e+03 6.874611188215921122e-06 5.052964182582842134e-06
2.416486556337777984e+03 6.349949201958681247e-06 4.759218633907960279e-06
2.423899091786666759e+03 5.742057817553006870e-06 4.379113660941271429e-06
2.431311627235555534e+03 5.103950515703081314e-06 3.942165452395869915e-06
2.438724162684444764e+03 4.487935443414701168e-06 3.475465230351636292e-06
2.446136698133333539e+03 3.934841176212469188e-06 3.008434402487960362e-06
2.453549233582222314e+03 3.466986557876693767e-06 2.583130959381153029e-06
2.460961769031111089e+03 3.086832443404906612e-06 2.244929586556035896e-06
2.468374304480000319e+03 2.781182197556818551e-06 2.012168922134768982e-06
2.475786839928889094e+03 2.528867158115731514e-06 1.861223817042646377e-06
2.483199375377778324e+03 2.308976575794830820e-06 1.752384500368663511e-06
2.490611910826667099e+03 2.106930679064050629e-06 1.660778169746268797e-06
2.498024446275555874e+03 1.916704529057848137e-06 1.576663149717338147e-06
2.505436981724444649e+03 1.739226426223534267e-06 1.489246960339430410e-06
2.512849517173333425e+03 1.578603336949505132e-06 1.381742784673087556e-06
2.520262052622222200e+03 1.438424827570383118e-06 1.242630178699789995e-06
