# Frequency Average_Intensity Standard_Deviation
1.037754962844444663e+03 4.890230667019191821e-06 1.468949573802996096e-06
1.045167498293333438e+03 4.919437541888039067e-06 1.512466338860717606e-06
1.052580033742222440e+03 4.974154144414349300e-06 1.583464876226962927e-06
1.059992569191111215e+03 5.057811065972978167e-06 1.662980122926483260e-06
1.067405104639999990e+03 5.170511551839037760e-06 1.740591445597948613e-06
1.074817640088888993e+03 5.308966822914952752e-06 1.808267595264065687e-06
1.082230175537777995e+03 5.468657217905506137e-06 1.866181758799463071e-06
1.089642710986666771e+03 5.647304451410974739e-06 1.933978253274583755e-06
1.097055246435555773e+03 5.847062176362111145e-06 2.040514585216286959e-06
1.104467781884444548e+03 6.073402251478318620e-06 2.204795822715442919e-06
1.111880317333333323e+03 6.331689976678222602e-06 2.419720189293223075e-06
1.119292852782222099e+03 6.625233298177792202e-06 2.657072073984625149e-06
1.126705388231111328e+03 6.958037181172082584e-06 2.907338161468676815e-06
1.134117923680000104e+03 7.341247416766970718e-06 3.194416340081939689e-06
1.141530459128888879e+03 7.797553956356111229e-06 3.548061328533282066e-06
1.148942994577777881e+03 8.357610031894990152e-06 3.968938998094614885e-06
1.156355530026666656e+03 9.047790194411582426e-06 4.453202287449329297e-06
1.163768065475555659e+03 9.876081123263852888e-06 5.002879597301532284e-06
1.171180600924444661e+03 1.082610975548284723e-05 5.622724746259338780e-06
1.178593136373333436e+03 1.186555079381757575e-05 6.330285896319856433e-06
1.186005671822222212e+03 1.296678013874980017e-05 7.141567640067058625e-06
1.193418207271111214e+03 1.413115990439707014e-05 8.043061403075651880e-06
1.200830742720000217e+03 1.540694601113296974e-05 9.022016609232961780e-06
1.208243278168888992e+03 1.689339061139785375e-05 1.012912517701666822e-05
1.215655813617777767e+03 1.872643661548815220e-05 1.147651666190135182e-05
1.223068349066666769e+03 2.104348832975537774e-05 1.325958487557451232e-05
1.230480884515555545e+03 2.393139457460657143e-05 1.562848100856813728e-05
1.237893419964444547e+03 2.737638721249819338e-05 1.852436781979304676e-05
1.245305955413333550e+03 3.124928760130416634e-05 2.166906824658002359e-05
1.252718490862222325e+03 3.535902089762631953e-05 2.468645196267506652e-05
1.260131026311111100e+03 3.957576870201429364e-05 2.732785397514203316e-05
1.267543561760000102e+03 4.397189009250232440e-05 2.976263266778223185e-05
1.274956097208889105e+03 4.888953018998451168e-05 3.241088423444985091e-05
1.282368632657777880e+03 5.485747753806640228e-05 3.588255093835734694e-05
1.289781168106666883e+03 6.236399127295054977e-05 4.081234603847496870e-05
1.297193703555555658e+03 7.159854150845197174e-05 4.756497990499633884e-05
1.304606239004444433e+03 8.233117213934015768e-05 5.563319633424077676e-05
1.312018774453333435e+03 9.404023809102360918e-05 6.377390918061462497e-05
1.319431309902222438e+03 1.062437594524312057e-04 7.074682586445953211e-05
1.326843845351111213e+03 1.188354884977132375e-04 7.611557093192981079e-05
1.334256380799999988e+03 1.321884948913896844e-04 8.063964176243304310e-05
1.341668916248888991e+03 1.469230284004392566e-04 8.578572821140147760e-05
1.349081451697777993e+03 1.634616052416653243e-04 9.238059056124330623e-05
1.356493987146666768e+03 1.816587302524607023e-04 9.987864898653251854e-05
1.363906522595555771e+03 2.007658306900638747e-04 1.069267881826917334e-04
1.371319058044444546e+03 2.197699198660785203e-04 1.121158589498803181e-04
1.378731593493333321e+03 2.378886959932616772e-04 1.146087107298208736e-04
1.386144128942222551e+03 2.548951682617518538e-04 1.149898845314402325e-04
1.393556664391111326e+03 2.710774277693175742e-04 1.159137331379748889e-04
1.400969199840000101e+03 2.869129470881138871e-04 1.195335478351085311e-04
1.408381735288888876e+03 3.027406087827675969e-04 1.257851647872268355e-04
1.415794270737777879e+03 3.186806476162217763e-04 1.353344678634252232e-04
1.423206806186666881e+03 3.348110811571524672e-04 1.498344598098911196e-04
1.430619341635555656e+03 3.513639938950561441e-04 1.690918361495228142e-04
1.438031877084444659e+03 3.686823874111921613e-04 1.917816020894498293e-04
1.445444412533333434e+03 3.869272842446601075e-04 2.182541319987593904e-04
1.452856947982222209e+03 4.058455273211340796e-04 2.482393256524297520e-04
1.460269483431111212e+03 4.249969747495191863e-04 2.795655195742343963e-04
1.467682018880000214e+03 4.445469633348646601e-04 3.081970284777589054e-04
1.475094554328888989e+03 4.661801638989413604e-04 3.286853532934722239e-04
1.482507089777777992e+03 4.933284849023091868e-04 3.363717570816110209e-04
1.489919625226666767e+03 5.300632565731341547e-04 3.314305961530412828e-04
1.497332160675555542e+03 5.787315947793080255e-04 3.221839604891130779e-04
1.504744696124444545e+03 6.373304494671266831e-04 3.265710853074576593e-04
1.512157231573333547e+03 6.981049977556456378e-04 3.632620261684440860e-04
1.519569767022222322e+03 7.485000471737547362e-04 4.198494806141265384e-04
1.526982302471111097e+03 7.745412442641350786e-04 4.798524814341522142e-04
1.534394837920000100e+03 7.654288656835494392e-04 5.267687615855408834e-04
1.541807373368889102e+03 7.174433263423385778e-04 5.489684464974623141e-04
1.549219908817777878e+03 6.354936903656362894e-04 5.394268708445268835e-04
1.556632444266666880e+03 5.317337097591869153e-04 4.974760606960064403e-04
1.564044979715555655e+03 4.219626855039404598e-04 4.305091645844438190e-04
1.571457515164444430e+03 3.213832879127414546e-04 3.521696103665674510e-04
1.578870050613333660e+03 2.412889698199268513e-04 2.785349848132148503e-04
1.586282586062222435e+03 1.875537612102817634e-04 2.235284812326296649e-04
1.593695121511111211e+03 1.608857094341456680e-04 1.951134955017074684e-04
1.601107656959999986e+03 1.581513046075955599e-04 1.940536829870463068e-04
1.608520192408888988e+03 1.739757020749469125e-04 2.133519935482330496e-04
1.615932727857777991e+03 2.021159259419514753e-04 2.440761255745647429e-04
1.623345263306666766e+03 2.364975229684812465e-04 2.780535657659717803e-04
1.630757798755555768e+03 2.720132304657108457e-04 3.081548727438084196e-04
1.638170334204444544e+03 3.051414635202825791e-04 3.297515852477317681e-04
1.645582869653333319e+03 3.342710394718990822e-04 3.409340809881501451e-04
1.652995405102222549e+03 3.595393874283599840e-04 3.423896115855319102e-04
1.660407940551111324e+03 3.821087003305364367e-04 3.372388443180449622e-04
1.667820476000000099e+03 4.030718775286068175e-04 3.299576127571455597e-04
1.675233011448889101e+03 4.224224226613514902e-04 3.246493862127164723e-04
1.682645546897777876e+03 4.385808059739933207e-04 3.225921724582864929e-04
1.690058082346666879e+03 4.487472896333061538e-04 3.216035610565990245e-04
1.697470617795555654e+03 4.499790654198081163e-04 3.175946270440496949e-04
1.704883153244444657e+03 4.405116208661248806e-04 3.065796534325517398e-04
1.712295688693333432e+03 4.207045263280789825e-04 2.868879137013447206e-04
1.719708224142222207e+03 3.931467383162974560e-04 2.600030810972807707e-04
1.727120759591111437e+03 3.618425794011566332e-04 2.296377631035292975e-04
1.734533295040000212e+03 3.308482343323536118e-04 2.002791769027608706e-04
1.741945830488888987e+03 3.029777613664724279e-04 1.753500784590269340e-04
1.749358365937777990e+03 2.791409492867503767e-04 1.561258241592332775e-04
1.756770901386666765e+03 2.585436465332763734e-04 1.421079510927094583e-04
1.764183436835555540e+03 2.395482814676875541e-04 1.310610337122761595e-04
1.771595972284444770e+03 2.207004364130734015e-04 1.202503443602398226e-04
1.779008507733333545e+03 2.014153923981220338e-04 1.083672228312418628e-04
1.786421043182222320e+03 1.820650840483931630e-04 9.562929435998837201e-05
1.793833578631111095e+03 1.635577153362414331e-04 8.295029194567120757e-05
1.801246114080000098e+03 1.467436611357357990e-04 7.120264264214909075e-05
1.808658649528889100e+03 1.320043391454867238e-04 6.135877028543265167e-05
1.816071184977777875e+03 1.191993700818349638e-04 5.400571886981181760e-05
1.823483720426666878e+03 1.079073943994729689e-04 4.842976765731956090e-05
1.830896255875555653e+03 9.774586999067613237e-05 4.385250511510101787e-05
1.838308791324444428e+03 8.855924821200751053e-05 3.994156530686141036e-05
1.845721326773333658e+03 8.040015852426123902e-05 3.663430705325521964e-05
1.853133862222222433e+03 7.336947766408713912e-05 3.383546671825931283e-05
1.860546397671111208e+03 6.745379094945509431e-05 3.156288676456320795e-05
1.867958933120000211e+03 6.246449122698185163e-05 2.981895219872483140e-05
1.875371468568888986e+03 5.809587637057996533e-05 2.821239355034513456e-05
1.882784004017777988e+03 5.404212598933651245e-05 2.638117092287141406e-05
1.890196539466666763e+03 5.009555810848074321e-05 2.432655379565743770e-05
1.897609074915555766e+03 4.618018156909091371e-05 2.225179373158582614e-05
1.905021610364444541e+03 4.232592575704740851e-05 2.030382661184899592e-05
1.912434145813333316e+03 3.861744382076613528e-05 1.850939880437537925e-05
1.919846681262222546e+03 3.515031275393260907e-05 1.683278150176008558e-05
