0.000000000000000000e+00	0.000000000000000000e+00
1.190960058291640600e+01	3.038382676521717496e-06
2.381920116583281199e+01	2.647435187070284026e-05
3.572880174874921977e+01	9.466209361173078972e-05
4.763840233166562399e+01	2.130479816922533211e-04
5.954800291458203532e+01	3.692316707135514598e-04
7.145760349749843954e+01	5.622775831532115078e-04
8.336720408041483665e+01	8.068370303381016328e-04
9.527680466333124798e+01	1.080683058982928602e-03
1.071864052462476451e+02	1.316853189875786742e-03
1.190960058291640706e+02	1.511107015240858954e-03
1.310056064120804535e+02	1.744300212725898155e-03
1.429152069949968791e+02	2.014192324041357701e-03
1.548248075779132762e+02	2.187218713320945602e-03
1.667344081608296733e+02	2.207257718983970680e-03
1.786440087437460988e+02	2.214513667205828332e-03
1.905536093266624960e+02	2.354135541484405313e-03
2.024632099095789215e+02	2.524542240160418307e-03
2.143728104924952902e+02	2.494845919141222210e-03
2.262824110754117157e+02	2.320100572285432872e-03
2.381920116583281413e+02	2.292966739555413452e-03
2.501016122412445100e+02	2.392845911219717084e-03
2.620112128241609071e+02	2.327579566410347203e-03
2.739208134070773326e+02	2.139059130864933919e-03
2.858304139899937582e+02	2.103344691875462351e-03
2.977400145729101268e+02	2.147905034214999623e-03
3.096496151558265524e+02	2.011372689429171291e-03
3.215592157387429779e+02	1.772012102255691003e-03
3.334688163216593466e+02	1.687055508892305053e-03
3.453784169045757722e+02	1.710921393702297556e-03
3.572880174874921977e+02	1.606271318317025560e-03
3.691976180704085664e+02	1.389250407456941745e-03
3.811072186533249919e+02	1.259454132591642872e-03
3.930168192362413606e+02	1.205544054489424274e-03
4.049264198191578430e+02	1.078987976075997373e-03
4.168360204020741548e+02	9.043183613795371728e-04
4.287456209849905804e+02	7.851848565336759858e-04
4.406552215679070059e+02	7.096714020298483657e-04
4.525648221508234315e+02	6.321161362673044645e-04
4.644744227337398570e+02	5.432397207243280313e-04
4.763840233166562825e+02	4.385636740367859082e-04
4.882936238995725944e+02	3.450834603968622248e-04
5.002032244824890199e+02	2.980138488912720219e-04
5.121128250654054455e+02	2.692247610174491271e-04
5.240224256483218142e+02	2.182188481573947168e-04
5.359320262312382965e+02	1.614986118089472992e-04
5.478416268141546652e+02	1.261978954811399892e-04
5.597512273970711476e+02	1.077833377006009709e-04
5.716608279799875163e+02	9.537929705811737185e-05
5.835704285629038850e+02	8.316671638782554936e-05
5.954800291458202537e+02	6.511145127195850236e-05
6.073896297287366224e+02	4.677125345566519106e-05
6.192992303116531048e+02	4.003808258504855979e-05
6.312088308945694735e+02	4.075007875986896204e-05
6.431184314774859558e+02	3.574775118693155490e-05
6.550280320604023245e+02	2.478533298717118961e-05
6.669376326433186932e+02	1.753242327008470327e-05
6.788472332262350619e+02	1.806334841272195179e-05
6.907568338091515443e+02	2.104139278627744535e-05
7.026664343920679130e+02	1.949582285188809346e-05
7.145760349749843954e+02	1.379058580727971105e-05
7.264856355579007641e+02	1.017692258480256086e-05
7.383952361408171328e+02	1.085303123287833833e-05
7.503048367237335015e+02	1.127708013961411249e-05
7.622144373066499838e+02	8.402119602281175284e-06
7.741240378895663525e+02	5.495144564102862407e-06
7.860336384724827212e+02	5.691499083623441461e-06
7.979432390553992036e+02	6.765137206408855502e-06
8.098528396383156860e+02	5.878307101552296331e-06
8.217624402212320547e+02	3.885252444237036834e-06
8.336720408041483097e+02	3.043267025372976421e-06
8.455816413870649058e+02	3.695711826664849664e-06
8.574912419699811608e+02	3.907918132554323364e-06
8.694008425528976431e+02	2.694169162845283104e-06
8.813104431358140118e+02	1.627771881206241582e-06
8.932200437187304942e+02	1.639247894051797760e-06
9.051296443016468629e+02	1.898850479540298154e-06
9.170392448845633453e+02	1.777600608431521588e-06
9.289488454674797140e+02	1.280928156817873789e-06
9.408584460503961964e+02	9.977535539771888457e-07
9.527680466333125651e+02	1.225330055852207699e-06
9.646776472162288201e+02	1.207560472113906939e-06
9.765872477991451888e+02	8.329874932451752298e-07
9.884968483820616711e+02	7.158637741592179324e-07
1.000406448964978040e+03	8.075833804811002761e-07
1.012316049547894295e+03	9.356927592322203151e-07
1.024225650130810891e+03	9.234405512509903175e-07
1.036135250713727146e+03	6.961679422103847384e-07
1.048044851296643628e+03	7.530319687335718839e-07
1.059954451879560111e+03	1.006615266131698724e-06
1.071864052462476593e+03	9.942100502530741511e-07
1.083773653045392848e+03	9.773381686311042514e-07
1.095683253628309330e+03	1.067505500155861040e-06
