0.000000000000000000e+00	0.000000000000000000e+00
4.168717400000000239e+00	3.559221326148653240e-07
8.337434899999999871e+00	1.629658174851817138e-06
1.250615200000000016e+01	4.406120674059805900e-06
1.667486999999999853e+01	9.556361735764339977e-06
2.084358699999999942e+01	1.810234614597185795e-05
2.501230500000000134e+01	3.106457116069065568e-05
2.918102199999999868e+01	4.932075103887174780e-05
3.334973999999999705e+01	7.350114666791598484e-05
3.751845699999999795e+01	1.039380639692925705e-04
4.168717399999999884e+01	1.406753100755266605e-04
4.585589199999999721e+01	1.835300294016714183e-04
5.002460899999999810e+01	2.321875426000604412e-04
5.419332699999999647e+01	2.863022984847706973e-04
5.836204399999999737e+01	3.455768776825848669e-04
6.253076200000000284e+01	4.097970073419928924e-04
6.669947899999999663e+01	4.788125247911427886e-04
7.086819699999999500e+01	5.524698457642148331e-04
7.503691399999999589e+01	6.305161657312878705e-04
7.920563099999999679e+01	7.125065582572450221e-04
8.337434899999999516e+01	7.977467497368067109e-04
8.754306599999999605e+01	8.852976795328327316e-04
9.171178399999999442e+01	9.740528136936785078e-04
9.588050099999999532e+01	1.062877631536551619e-03
1.000492200000000054e+02	1.150781420661714256e-03
1.042179399999999987e+02	1.237077239450960417e-03
1.083866500000000030e+02	1.321482716987469738e-03
1.125553699999999964e+02	1.404124613194109071e-03
1.167240900000000039e+02	1.485432117558128885e-03
1.208928099999999972e+02	1.565933073539197340e-03
1.250615200000000016e+02	1.645996345657746180e-03
1.292302400000000091e+02	1.725584051980560757e-03
1.333989599999999882e+02	1.804083584124240676e-03
1.375676799999999957e+02	1.880276371798073835e-03
1.417363900000000001e+02	1.952470603692002407e-03
1.459051100000000076e+02	2.018785833755356359e-03
1.500738299999999867e+02	2.077534810816380854e-03
1.542425499999999943e+02	2.127617647399517725e-03
1.584112599999999986e+02	2.168830240059719128e-03
1.625799800000000062e+02	2.202001222555634817e-03
1.667487000000000137e+02	2.228906694243846121e-03
1.709174199999999928e+02	2.251962604474844892e-03
1.750861299999999972e+02	2.273749574260030409e-03
1.792548500000000047e+02	2.296470508057194514e-03
1.834235700000000122e+02	2.321463463702494543e-03
1.875922899999999913e+02	2.348887151891735758e-03
1.917609999999999957e+02	2.377660253555650190e-03
1.959297200000000032e+02	2.405679084500546294e-03
2.000984400000000107e+02	2.430271969973111720e-03
2.042671499999999867e+02	2.448791228104565260e-03
2.084358699999999942e+02	2.459208551104913060e-03
2.126045900000000017e+02	2.460575340792854875e-03
2.167733100000000093e+02	2.453241476014975803e-03
2.209420200000000136e+02	2.438781724531581974e-03
2.251107399999999927e+02	2.419649858016729126e-03
2.292794600000000003e+02	2.398645384120313712e-03
2.334481800000000078e+02	2.378322069705956273e-03
2.376168900000000122e+02	2.360479053260353122e-03
2.417856099999999913e+02	2.345852186120360710e-03
2.459543299999999988e+02	2.334070129965031080e-03
2.501230500000000063e+02	2.323872766576898577e-03
2.542917600000000107e+02	2.313522951506316160e-03
2.584604800000000182e+02	2.301297220718540558e-03
2.626292000000000257e+02	2.285925083916832100e-03
2.667979199999999764e+02	2.266866447858241138e-03
2.709666300000000092e+02	2.244364430504400352e-03
2.751353500000000167e+02	2.219273327568717716e-03
2.793040700000000243e+02	2.192724381203179761e-03
2.834727899999999750e+02	2.165732833178913956e-03
2.876415000000000077e+02	2.138864021426072591e-03
2.918102200000000153e+02	2.112055087567667362e-03
2.959789400000000228e+02	2.084643142479674065e-03
3.001476599999999735e+02	2.055589040920912519e-03
3.043163700000000063e+02	2.023830419691133309e-03
3.084850900000000138e+02	1.988659056526721931e-03
3.126538100000000213e+02	1.950010602809416167e-03
3.168225299999999720e+02	1.908578080341824090e-03
3.209912400000000048e+02	1.865710485331061605e-03
3.251599600000000123e+02	1.823117035105281279e-03
3.293286800000000198e+02	1.782453328111553150e-03
3.334974000000000274e+02	1.744899546025341103e-03
3.376661100000000033e+02	1.710844522600164959e-03
3.418348300000000108e+02	1.679763037201001093e-03
3.460035500000000184e+02	1.650321890178250289e-03
3.501722700000000259e+02	1.620690171101229907e-03
3.543409800000000018e+02	1.588974409210524999e-03
3.585097000000000094e+02	1.553667672528676524e-03
3.626784200000000169e+02	1.513997598807585764e-03
3.668471400000000244e+02	1.470086924318675858e-03
3.710158500000000004e+02	1.422890059184221548e-03
3.751845700000000079e+02	1.373927973454494361e-03
3.793532900000000154e+02	1.324895816580008451e-03
3.835220100000000230e+02	1.277248689946671985e-03
3.876907199999999989e+02	1.231873167893913915e-03
3.918594400000000064e+02	1.188926202632835730e-03
3.960281600000000140e+02	1.147876105881279587e-03
4.001968699999999899e+02	1.107725310129641962e-03
4.043655899999999974e+02	1.067348027509002753e-03
4.085343100000000049e+02	1.025846506870370075e-03
4.127030300000000125e+02	9.828298579272645545e-04
4.168717399999999884e+02	9.385423312246877602e-04
4.210404599999999959e+02	8.938116067668733971e-04
4.252091800000000035e+02	8.498361663921443930e-04
4.293779000000000110e+02	8.078737737367503108e-04
4.335466099999999869e+02	7.689160353451940247e-04
