# Frequency Average_Intensity Standard_Deviation
1.062957583370666725e+03 2.939872441197782075e-05 6.069229967456793246e-06
1.067405104639999990e+03 2.937120011016722027e-05 5.873693588047092717e-06
1.071852625909333256e+03 2.931097059979578915e-05 5.734818725152247162e-06
1.076300147178666748e+03 2.921311843261240379e-05 5.617926260034284505e-06
1.080747668448000013e+03 2.908296585846248812e-05 5.495926075915714623e-06
1.085195189717333506e+03 2.893494863256526655e-05 5.357865269296279516e-06
1.089642710986666771e+03 2.878904132213892586e-05 5.210488389658791355e-06
1.094090232256000036e+03 2.866586026885724618e-05 5.074328872352556687e-06
1.098537753525333528e+03 2.858180359667298251e-05 4.975140941877303561e-06
1.102985274794666793e+03 2.854535944715785504e-05 4.932096762277034486e-06
1.107432796064000058e+03 2.855514795238555572e-05 4.947863160812818611e-06
1.111880317333333323e+03 2.860081815582877487e-05 5.007052338074658751e-06
1.116327838602666588e+03 2.866545643595720384e-05 5.085610327228115228e-06
1.120775359872000308e+03 2.873001498326133342e-05 5.165012810439220657e-06
1.125222881141333573e+03 2.877771123716948005e-05 5.242326305361732834e-06
1.129670402410666838e+03 2.879806493350312846e-05 5.330064044116841018e-06
1.134117923680000104e+03 2.878948367888598006e-05 5.445759162902926433e-06
1.138565444949333369e+03 2.875987153266625006e-05 5.596029228676244015e-06
1.143012966218666634e+03 2.872566300929743399e-05 5.767078729284512058e-06
1.147460487488000126e+03 2.870935858849725330e-05 5.928183494582523085e-06
1.151908008757333391e+03 2.873581700692509410e-05 6.045373200472341937e-06
1.156355530026666656e+03 2.882876780353514631e-05 6.096174302878404005e-06
1.160803051296000149e+03 2.900723277778621478e-05 6.077311254545644845e-06
1.165250572565333414e+03 2.928281132066039920e-05 6.002855711218740025e-06
1.169698093834666906e+03 2.965806380706144076e-05 5.895210078676103642e-06
1.174145615104000171e+03 3.012649360124337064e-05 5.774257269776172531e-06
1.178593136373333436e+03 3.067363608988240892e-05 5.650747533514154409e-06
1.183040657642666702e+03 3.127963420849272575e-05 5.527742061136184723e-06
1.187488178911999967e+03 3.192290406546772862e-05 5.406750786229924172e-06
1.191935700181333232e+03 3.258404883868597598e-05 5.292121391599223188e-06
1.196383221450666952e+03 3.324954747210879136e-05 5.189752587907711755e-06
1.200830742720000217e+03 3.391451455732354250e-05 5.101588445649950305e-06
1.205278263989333482e+03 3.458356430986136260e-05 5.022810227986533707e-06
1.209725785258666747e+03 3.526990986672707705e-05 4.945294855389566099e-06
1.214173306528000012e+03 3.599267071613587363e-05 4.865029328391566906e-06
1.218620827797333504e+03 3.677323916627442651e-05 4.785986303692446443e-06
1.223068349066666769e+03 3.763142648474298105e-05 4.717076842056960183e-06
1.227515870336000035e+03 3.858299030291866601e-05 4.665743117976410970e-06
1.231963391605333300e+03 3.963894370583914337e-05 4.637320787634041185e-06
1.236410912874666792e+03 4.080638573801213126e-05 4.645708312350626667e-06
1.240858434144000057e+03 4.209097355347200228e-05 4.726812652084498257e-06
1.245305955413333550e+03 4.349879396251560173e-05 4.934190010761603842e-06
1.249753476682666815e+03 4.503701385910108458e-05 5.305021891559571065e-06
1.254200997952000080e+03 4.671189815300319027e-05 5.819003921025843646e-06
1.258648519221333345e+03 4.852408510605766358e-05 6.393346420761143477e-06
1.263096040490666610e+03 5.046272072002571876e-05 6.917617085474652370e-06
1.267543561760000102e+03 5.250026392210717981e-05 7.300937556828890477e-06
1.271991083029333595e+03 5.459169629584725326e-05 7.508721108845223382e-06
1.276438604298666860e+03 5.667979789730408582e-05 7.583367334189578236e-06
1.280886125568000125e+03 5.870857122636446242e-05 7.640615655787260258e-06
1.285333646837333390e+03 6.064270109408341622e-05 7.829870735904026008e-06
1.289781168106666883e+03 6.249031763818027759e-05 8.260737319909148324e-06
1.294228689376000148e+03 6.432296626646918003e-05 8.944475661712284606e-06
1.298676210645333413e+03 6.628609784202794540e-05 9.802611993089372727e-06
1.303123731914666678e+03 6.859567469909038284e-05 1.072175606907553435e-05
1.307571253183999943e+03 7.151700864597621454e-05 1.160060482329467744e-05
1.312018774453333435e+03 7.532834359569422222e-05 1.237738633765439326e-05
1.316466295722666928e+03 8.027465841654521372e-05 1.306128445966895724e-05
1.320913816992000193e+03 8.652149001905435266e-05 1.378362161190769765e-05
1.325361338261333458e+03 9.411880679042119589e-05 1.484366372307320957e-05
1.329808859530666723e+03 1.029865542088553143e-04 1.666365068852084910e-05
1.334256380799999988e+03 1.129257364748255355e-04 1.959272866242897014e-05
1.338703902069333481e+03 1.236566658213398315e-04 2.370697935846950789e-05
1.343151423338666746e+03 1.348768217794232653e-04 2.880719720479523911e-05
1.347598944608000238e+03 1.463269188518877869e-04 3.455791170673883279e-05
1.352046465877333503e+03 1.578499971184704732e-04 4.062280818674705673e-05
1.356493987146666768e+03 1.694285706925306994e-04 4.674828941112300353e-05
1.360941508416000033e+03 1.811916454777888475e-04 5.280361786750548651e-05
1.365389029685333526e+03 1.933865812666289133e-04 5.876913790271072750e-05
1.369836550954666791e+03 2.063217439424159497e-04 6.467033579571803000e-05
1.374284072224000056e+03 2.202929608272198407e-04 7.047537530329152865e-05
1.378731593493333321e+03 2.355091848039676859e-04 7.599043515439733417e-05
1.383179114762666586e+03 2.520355653884422359e-04 8.080760987334625607e-05
1.387626636032000306e+03 2.697651983065420212e-04 8.433284108874985455e-05
1.392074157301333571e+03 2.884292432687487725e-04 8.589976624480100641e-05
1.396521678570666836e+03 3.076371120336807087e-04 8.494402330047029601e-05
1.400969199840000101e+03 3.269422122751641227e-04 8.122735248642248297e-05
1.405416721109333366e+03 3.459088028979136501e-04 7.512393049734043945e-05
1.409864242378666631e+03 3.641747260121490403e-04 6.800296442231776697e-05
1.414311763648000124e+03 3.814821976859283275e-04 6.262700986562246073e-05
1.418759284917333389e+03 3.976809319529269133e-04 6.272250869394498606e-05
1.423206806186666881e+03 4.126974118682476332e-04 7.040563402716456544e-05
1.427654327456000146e+03 4.264881456349379064e-04 8.421951172748750691e-05
1.432101848725333411e+03 4.389832134462306286e-04 1.010724397632493048e-04
1.436549369994666904e+03 4.500464316163394103e-04 1.183547102055307906e-04
1.440996891264000169e+03 4.594622434300287927e-04 1.343674311914763329e-04
1.445444412533333434e+03 4.669576344359371032e-04 1.481585229018984981e-04
1.449891933802666699e+03 4.722604335959403564e-04 1.593222602630887941e-04
1.454339455071999964e+03 4.751779735417000221e-04 1.678164611746594355e-04
1.458786976341333457e+03 4.756880119017925295e-04 1.737917151055318004e-04
1.463234497610666949e+03 4.740112329160462443e-04 1.774541783366812096e-04
1.467682018880000214e+03 4.706487427146828842e-04 1.789923009692565394e-04
