# Time	0_mean	0_err	1_mean	1_err	2_mean	2_err	3_mean	3_err	4_mean	4_err	5_mean	5_err	6_mean	6_err	7_mean	7_err	8_mean	8_err	9_mean	9_err	10_mean	10_err	11_mean	11_err
 6.0000000e-02	 8.3856526e+03	 8.2835794e+02	 5.6500462e+01	 6.9325420e+00	 4.7465259e+00	 6.1323404e-01	 8.6642027e-01	 9.2114833e-02	 5.0484752e-01	 6.8445748e-02	 1.9741721e-01	 2.3606888e-02	 2.9224756e-02	 3.8014711e-03	 2.4442125e-02	 2.7243843e-03	 9.1020481e-03	 9.8582978e-04	 4.2211971e-03	 4.2507093e-04	 8.5269531e-04	 9.8994311e-05	 1.4626669e-04	 1.5911739e-05
 6.5000000e-02	 8.3297416e+03	 8.2285594e+02	 5.3066717e+01	 6.5118683e+00	 4.3828493e+00	 5.6680036e-01	 1.0385874e+00	 1.1044465e-01	 5.6365261e-01	 7.6424243e-02	 1.6526100e-01	 1.9762841e-02	 2.4950989e-02	 3.2431858e-03	 3.3271399e-02	 3.7081308e-03	 4.9060342e-03	 5.3143105e-04	 5.0827291e-03	 5.1211553e-04	 1.2863918e-03	 1.4944530e-04	 1.8525868e-04	 2.0179573e-05
 7.0000000e-02	 8.2697890e+03	 8.1695323e+02	 4.9659180e+01	 6.0944759e+00	 4.2119473e+00	 5.4536102e-01	 1.2441429e+00	 1.3229595e-01	 5.8980374e-01	 7.9973174e-02	 1.2531712e-01	 1.4986463e-02	 3.3221699e-02	 4.3170247e-03	 3.4250216e-02	 3.8160281e-03	 4.7062426e-03	 5.0983361e-04	 3.0149847e-03	 3.0392177e-04	 5.8687980e-04	 6.8212593e-05	 1.2411029e-04	 1.3500269e-05
 7.5000000e-02	 8.2058940e+03	 8.1065962e+02	 4.6330791e+01	 5.6868504e+00	 4.2411679e+00	 5.4984569e-01	 1.4613586e+00	 1.5535622e-01	 5.7828635e-01	 7.8411911e-02	 9.0494285e-02	 1.0821557e-02	 4.9715963e-02	 6.4625730e-03	 2.6605850e-02	 2.9628926e-03	 8.7217175e-03	 9.4494130e-04	 1.7654831e-03	 1.7780066e-04	 6.8123110e-04	 7.9085615e-05	 2.0540674e-04	 2.2371849e-05
 8.0000000e-02	 8.1381613e+03	 8.0398539e+02	 4.3133104e+01	 5.2953045e+00	 4.4682024e+00	 5.7992820e-01	 1.6673552e+00	 1.7719315e-01	 5.3134759e-01	 7.2044873e-02	 7.2007426e-02	 8.6102744e-03	 6.5886755e-02	 8.5687352e-03	 1.6409624e-02	 1.8264000e-03	 1.2110070e-02	 1.3122069e-03	 3.5894092e-03	 3.6142597e-04	 1.3053177e-03	 1.5164371e-04	 1.0508453e-04	 1.1431310e-05
 8.5000000e-02	 8.0667006e+03	 7.9694129e+02	 4.0115489e+01	 4.9258856e+00	 4.8812344e+00	 6.3404705e-01	 1.8404915e+00	 1.9550926e-01	 4.5804357e-01	 6.2100343e-02	 7.5752083e-02	 9.0593427e-03	 7.3377074e-02	 9.5475263e-03	 1.1741026e-02	 1.3074196e-03	 1.0795386e-02	 1.1699134e-03	 5.1686135e-03	 5.2077925e-04	 7.3698248e-04	 8.5677968e-05	 2.2161140e-04	 2.4133698e-05
 9.0000000e-02	 7.9916283e+03	 7.8953881e+02	 3.7324357e+01	 4.5842796e+00	 5.4595134e+00	 7.0948219e-01	 1.9626247e+00	 2.0838210e-01	 3.7247749e-01	 5.0491734e-02	 1.0041036e-01	 1.2012040e-02	 6.8326292e-02	 8.8945603e-03	 1.6271926e-02	 1.8146564e-03	 6.3597349e-03	 6.8928448e-04	 3.6372926e-03	 3.6671289e-04	 5.4227636e-04	 6.2954692e-05	 9.0736160e-05	 9.8724188e-06
 9.5000000e-02	 7.9130659e+03	 7.8179006e+02	 3.4802446e+01	 4.2757222e+00	 6.1743888e+00	 8.0249055e-01	 2.0209964e+00	 2.1446464e-01	 2.9107255e-01	 3.9447975e-02	 1.3789801e-01	 1.6501375e-02	 5.3347571e-02	 6.9474802e-03	 2.6364859e-02	 2.9409080e-03	 4.1279672e-03	 4.4734536e-04	 1.7719526e-03	 1.7854875e-04	 1.2542734e-03	 1.4570086e-04	 2.3251546e-04	 2.5317964e-05
 1.0000000e-01	 7.8311396e+03	 7.7370746e+02	 3.2588154e+01	 4.0049218e+00	 6.9907011e+00	 9.0848876e-01	 2.0095487e+00	 2.1312421e-01	 2.2940628e-01	 3.1084134e-02	 1.7600029e-01	 2.1065753e-02	 3.6163578e-02	 4.7098350e-03	 3.3979173e-02	 3.7889423e-03	 6.7641949e-03	 7.3314441e-04	 2.9467167e-03	 2.9668828e-04	 9.0778746e-04	 1.0553789e-04	 8.2209761e-05	 8.9478684e-06
 1.0500000e-01	 7.7459817e+03	 7.6530409e+02	 3.0714921e+01	 3.7759775e+00	 7.8685106e+00	 1.0222794e+00	 1.9295368e+00	 2.0450717e-01	 1.9921495e-01	 2.6995331e-02	 2.0233709e-01	 2.4223045e-02	 2.5612356e-02	 3.3323225e-03	 3.3062933e-02	 3.6847337e-03	 1.1080387e-02	 1.2012401e-03	 5.0196572e-03	 5.0577236e-04	 4.5762331e-04	 5.3139422e-05	 2.3721234e-04	 2.5826059e-05
 1.1000000e-01	 7.6577287e+03	 7.5659347e+02	 2.9210759e+01	 3.5923235e+00	 8.7650211e+00	 1.1383015e+00	 1.7893772e+00	 1.8952113e-01	 2.0614759e-01	 2.7951005e-02	 2.0837131e-01	 2.4950209e-02	 2.7089337e-02	 3.5197647e-03	 2.4349209e-02	 2.7116954e-03	 1.1880240e-02	 1.2882266e-03	 4.2276078e-03	 4.2627926e-04	 1.1417195e-03	 1.3263039e-04	 8.0162991e-05	 8.7296230e-06
 1.1500000e-01	 7.5665225e+03	 7.4758958e+02	 2.8097805e+01	 3.4566731e+00	 9.6366557e+00	 1.2509013e+00	 1.6037486e+00	 1.6973789e-01	 2.4869635e-01	 3.3747539e-02	 1.9216258e-01	 2.3013387e-02	 3.9776325e-02	 5.1684230e-03	 1.4756176e-02	 1.6425412e-03	 8.2037817e-03	 8.8971331e-04	 2.0073473e-03	 2.0238832e-04	 1.0712637e-03	 1.2456508e-04	 2.3531172e-04	 2.5614151e-05
 1.2000000e-01	 7.4725084e+03	 7.3830686e+02	 2.7391958e+01	 3.3709744e+00	 1.0441151e+01	 1.3546053e+00	 1.3920383e+00	 1.4722720e-01	 3.1850656e-01	 4.3249780e-02	 1.5897692e-01	 1.9041563e-02	 5.7080009e-02	 7.4217156e-03	 1.1881272e-02	 1.3245919e-03	 4.4684967e-03	 4.8452193e-04	 2.3791077e-03	 2.3949756e-04	 4.4015419e-04	 5.1135815e-05	 8.4705284e-05	 9.2294565e-06
 1.2500000e-01	 7.3758365e+03	 7.2876016e+02	 2.7102657e+01	 3.3363825e+00	 1.1139588e+01	 1.4443833e+00	 1.1763066e+00	 1.2433897e-01	 4.0200174e-01	 5.4612557e-02	 1.1956322e-01	 1.4320908e-02	 7.0045871e-02	 9.1140743e-03	 1.7971185e-02	 2.0070002e-03	 5.1506217e-03	 5.5842838e-04	 4.6570637e-03	 4.6914389e-04	 9.8578236e-04	 1.1449721e-04	 2.2697264e-04	 2.4699902e-05
 1.3000000e-01	 7.2766611e+03	 7.1896481e+02	 2.7232737e+01	 3.3532414e+00	 1.1698255e+01	 1.5158899e+00	 9.7897355e-01	 1.0345649e-01	 4.8300840e-01	 6.5637230e-02	 8.6658484e-02	 1.0376921e-02	 7.1979704e-02	 9.3720084e-03	 2.8153631e-02	 3.1436079e-03	 9.4103069e-03	 1.0206273e-03	 4.7040576e-03	 4.7426943e-04	 1.2005665e-03	 1.3959943e-04	 9.5389140e-05	 1.0397836e-05
 1.3500000e-01	 7.1751407e+03	 7.0893650e+02	 2.7778442e+01	 3.4210821e+00	 1.2090261e+01	 1.5656735e+00	 8.2047588e-01	 8.6747998e-02	 5.4587634e-01	 7.4195317e-02	 7.0858806e-02	 8.4806218e-03	 6.1891555e-02	 8.0634154e-03	 3.4322064e-02	 3.8295746e-03	 1.2114324e-02	 1.3142894e-03	 2.4352337e-03	 2.4560593e-04	 4.9184221e-04	 5.7182095e-05	 2.1291402e-04	 2.3162224e-05
 1.4000000e-01	 7.0714371e+03	 6.9869120e+02	 2.8729438e+01	 3.5386255e+00	 1.2296819e+01	 1.5913413e+00	 7.1713130e-01	 7.5940708e-02	 5.7848867e-01	 7.8637868e-02	 7.7194598e-02	 9.2378766e-03	 4.4990562e-02	 5.8637089e-03	 3.1576506e-02	 3.5200307e-03	 1.0011192e-02	 1.0863799e-03	 1.9611072e-03	 1.9738541e-04	 8.1175423e-04	 9.4282102e-05	 1.1126117e-04	 1.2130582e-05
 1.4500000e-01	 6.9657148e+03	 6.8824519e+02	 3.0069046e+01	 3.7038149e+00	 1.2308126e+01	 1.5916724e+00	 6.7944893e-01	 7.2141738e-02	 5.7458364e-01	 7.8111670e-02	 1.0351707e-01	 1.2392705e-02	 2.9983352e-02	 3.9057085e-03	 2.2102868e-02	 2.4614916e-03	 5.6302896e-03	 6.1096293e-04	 4.1302700e-03	 4.1589989e-04	 1.2747536e-03	 1.4823675e-04	 1.9430989e-04	 2.1128649e-05
 1.5000000e-01	 6.8581409e+03	 6.7761503e+02	 3.1774508e+01	 3.9138471e+00	 1.2123808e+01	 1.5666716e+00	 7.1104648e-01	 7.5720809e-02	 5.3494275e-01	 7.2721744e-02	 1.4121254e-01	 1.6913379e-02	 2.4577670e-02	 3.1953202e-03	 1.3419852e-02	 1.4942602e-03	 4.2294158e-03	 4.5870868e-04	 5.0007510e-03	 5.0400458e-04	 6.0343030e-04	 7.0200086e-05	 1.3094000e-04	 1.4276298e-05
 1.5500000e-01	 6.7488845e+03	 6.6681753e+02	 3.3817381e+01	 4.1652284e+00	 1.1752912e+01	 1.5175683e+00	 8.0828997e-01	 8.6270409e-02	 4.6722230e-01	 6.3509086e-02	 1.7800818e-01	 2.1329493e-02	 3.1512468e-02	 4.0934943e-03	 1.2399121e-02	 1.3847714e-03	 7.4742330e-03	 8.1094358e-04	 2.9934981e-03	 3.0188216e-04	 6.4753297e-04	 7.5212423e-05	 1.7273085e-04	 1.8773039e-05
 1.6000000e-01	 6.6381174e+03	 6.5586974e+02	 3.6163963e+01	 4.4538191e+00	 1.1213445e+01	 1.4467519e+00	 9.6069481e-01	 1.0265194e-01	 3.8446119e-01	 5.2248117e-02	 2.0195497e-01	 2.4208199e-02	 4.7159481e-02	 6.1303883e-03	 1.9814633e-02	 2.2165875e-03	 1.1447692e-02	 1.2425421e-03	 1.7468422e-03	 1.7585961e-04	 1.2819753e-03	 1.4909225e-04	 1.5272460e-04	 1.6648693e-05
 1.6500000e-01	 6.5260135e+03	 6.4478896e+02	 3.8775833e+01	 4.7748991e+00	 1.0531485e+01	 1.3576553e+00	 1.1520391e+00	 1.2311990e-01	 3.0255849e-01	 4.1103564e-02	 2.0529509e-01	 2.4617536e-02	 6.3410061e-02	 8.2510612e-03	 2.9744492e-02	 3.3251220e-03	 1.1368146e-02	 1.2342663e-03	 3.5119849e-03	 3.5355461e-04	 7.5610722e-04	 8.7998068e-05	 1.4997774e-04	 1.6293202e-05
 1.7000000e-01	 6.4127486e+03	 6.3359270e+02	 4.1610505e+01	 5.1232548e+00	 9.7399096e+00	 1.2545858e+00	 1.3620784e+00	 1.4550767e-01	 2.3720617e-01	 3.2213048e-02	 1.8696226e-01	 2.2426770e-02	 7.1865539e-02	 9.3602594e-03	 3.4287184e-02	 3.8285199e-03	 7.3332692e-03	 7.9627917e-04	 5.0781547e-03	 5.1168554e-04	 5.1908804e-04	 6.0292474e-05	 1.7475948e-04	 1.9047376e-05
 1.7500000e-01	 6.2985004e+03	 6.2229854e+02	 4.4622050e+01	 5.4932483e+00	 8.8767916e+00	 1.1425150e+00	 1.5686731e+00	 1.6745424e-01	 2.0086983e-01	 2.7276655e-02	 1.5290960e-01	 1.8346747e-02	 6.8166477e-02	 8.8863871e-03	 2.9836358e-02	 3.3272494e-03	 4.1899330e-03	 4.5469427e-04	 3.6032207e-03	 3.6330867e-04	 1.2209683e-03	 1.4199881e-04	 1.2793471e-04	 1.3893856e-05
 1.8000000e-01	 6.1834479e+03	 6.1092416e+02	 4.7761879e+01	 5.8789148e+00	 7.9835631e+00	 1.0268380e+00	 1.7501070e+00	 1.8665112e-01	 2.0039787e-01	 2.7230415e-02	 1.1416425e-01	 1.3697857e-02	 5.4228899e-02	 7.0746394e-03	 1.9931470e-02	 2.2199522e-03	 5.7018208e-03	 6.1886830e-04	 1.7616835e-03	 1.7741555e-04	 9.2444769e-04	 1.0761404e-04	 1.9516903e-04	 2.1266692e-05
 1.8500000e-01	 6.0677699e+03	 5.9948733e+02	 5.0979487e+01	 6.2740533e+00	 7.1029993e+00	 9.1311075e-01	 1.8873530e+00	 2.0108318e-01	 2.3571838e-01	 3.2064476e-02	 8.3245133e-02	 9.9816067e-03	 3.7240488e-02	 4.8586197e-03	 1.2431039e-02	 1.3852776e-03	 1.0033003e-02	 1.0895302e-03	 2.8853565e-03	 2.9037197e-04	 4.4669810e-04	 5.1895650e-05	 1.0841519e-04	 1.1771399e-05
 1.9000000e-01	 5.9516460e+03	 5.8800584e+02	 5.4223289e+01	 6.6723317e+00	 6.2771609e+00	 8.0678307e-01	 1.9660565e+00	 2.0923935e-01	 2.9987270e-01	 4.0827275e-02	 7.0106818e-02	 8.3957027e-03	 2.5942922e-02	 3.3779600e-03	 1.3265808e-02	 1.4846312e-03	 1.1967036e-02	 1.2999616e-03	 4.9257010e-03	 4.9617524e-04	 1.1020479e-03	 1.2816881e-04	 2.1223319e-04	 2.3120237e-05
 1.9500000e-01	 5.8352559e+03	 5.7649760e+02	 5.7441412e+01	 7.0673811e+00	 5.5453593e+00	 7.1293481e-01	 1.9780223e+00	 2.1026924e-01	 3.8037196e-01	 5.1814122e-02	 7.8922821e-02	 9.4466555e-03	 2.6122864e-02	 3.3918119e-03	 2.1737302e-02	 2.4354392e-03	 9.1794754e-03	 9.9732053e-04	 4.1787566e-03	 4.2123238e-04	 1.0809681e-03	 1.2586009e-04	 9.3017906e-05	 1.0099358e-05
 2.0000000e-01	 5.7187804e+03	 5.6498046e+02	 6.0582504e+01	 7.4528987e+00	 4.9422758e+00	 6.3603384e-01	 1.9220518e+00	 2.0407034e-01	 4.6161545e-01	 6.2897335e-02	 1.0674901e-01	 1.2783497e-02	 3.7637132e-02	 4.8866919e-03	 3.1088783e-02	 3.4789695e-03	 5.0214734e-03	 5.4536802e-04	 1.9995698e-03	 2.0144235e-04	 4.4128297e-04	 5.1303830e-05	 2.2450692e-04	 2.4450162e-05
 2.0500000e-01	 5.6023998e+03	 5.5347228e+02	 6.3596529e+01	 7.8227444e+00	 4.4963133e+00	 5.7972544e-01	 1.8040503e+00	 1.9129702e-01	 5.2790120e-01	 7.1935850e-02	 1.4449434e-01	 1.7316355e-02	 5.4501121e-02	 7.0851818e-03	 3.3882327e-02	 3.7855660e-03	 4.4811391e-03	 4.8651326e-04	 2.3345281e-03	 2.3482622e-04	 9.4442694e-04	 1.0982498e-04	 8.2989676e-05	 9.0135596e-06
 2.1000000e-01	 5.4862929e+03	 5.4199093e+02	 6.6435601e+01	 8.1710405e+00	 4.2282431e+00	 5.4665761e-01	 1.6363915e+00	 1.7329007e-01	 5.6644765e-01	 7.7187108e-02	 1.7987930e-01	 2.1572429e-02	 6.7988240e-02	 8.8503668e-03	 2.7902822e-02	 3.1122133e-03	 8.1897058e-03	 8.8982804e-04	 4.5653900e-03	 4.5969441e-04	 1.2000791e-03	 1.3973938e-04	 2.3095867e-04	 2.5143968e-05
 2.1500000e-01	 5.3706393e+03	 5.3055416e+02	 6.9054701e+01	 8.4922637e+00	 4.1502187e+00	 5.3834935e-01	 1.4366061e+00	 1.5193439e-01	 5.6984489e-01	 7.7641544e-02	 2.0141945e-01	 2.4172011e-02	 7.1134493e-02	 9.2714386e-03	 1.7902807e-02	 1.9940241e-03	 1.1674786e-02	 1.2689792e-03	 4.6408043e-03	 4.6765085e-04	 5.0289042e-04	 5.8529468e-05	 7.9121140e-05	 8.6007619e-06
 2.2000000e-01	 5.2556179e+03	 5.1917967e+02	 7.1412381e+01	 8.7813304e+00	 4.2652132e+00	 5.5511273e-01	 1.2255369e+00	 1.2946056e-01	 5.3746628e-01	 7.3215012e-02	 2.0214086e-01	 2.4274222e-02	 6.2323277e-02	 8.1320781e-03	 1.1813397e-02	 1.3179979e-03	 1.0743910e-02	 1.1680439e-03	 2.4244484e-03	 2.4429185e-04	 7.7353502e-04	 8.9933672e-05	 2.3105454e-04	 2.5145676e-05
 2.2500000e-01	 5.1414061e+03	 5.0788507e+02	 7.3471412e+01	 9.0336741e+00	 4.5668869e+00	 5.9603578e-01	 1.0251524e+00	 1.0821060e-01	 4.7557155e-01	 6.4762854e-02	 1.8182650e-01	 2.1847880e-02	 4.6105390e-02	 6.0202237e-03	 1.4442271e-02	 1.6196929e-03	 6.5181336e-03	 7.0851603e-04	 1.9323487e-03	 1.9431178e-04	 1.2625461e-03	 1.4700898e-04	 8.1678007e-05	 8.8898735e-06
 2.3000000e-01	 5.0281785e+03	 4.9668781e+02	 7.5199338e+01	 9.2453170e+00	 5.0399199e+00	 6.5903481e-01	 8.5624744e-01	 9.0394032e-02	 3.9608462e-01	 5.3913017e-02	 1.4706942e-01	 1.7679603e-02	 3.0838140e-02	 4.0233041e-03	 2.3666653e-02	 2.6551263e-03	 4.0721481e-03	 4.4218237e-04	 4.0470356e-03	 4.0741914e-04	 6.2077708e-04	 7.2311077e-05	 2.2479515e-04	 2.4455046e-05
 2.3500000e-01	 4.9161073e+03	 4.8560512e+02	 7.6569025e+01	 9.4129344e+00	 5.6607855e+00	 7.4096627e-01	 7.3627394e-01	 7.7859350e-02	 3.1428514e-01	 4.2751037e-02	 1.0912233e-01	 1.3117411e-02	 2.4368320e-02	 3.1677495e-03	 3.2135594e-02	 3.5989265e-03	 6.3303325e-03	 6.8789532e-04	 4.9262264e-03	 4.9638283e-04	 6.1669790e-04	 7.1685223e-05	 9.0388987e-05	 9.8508669e-06
 2.4000000e-01	 4.8053633e+03	 4.7465392e+02	 7.7559085e+01	 9.5339087e+00	 6.3989042e+00	 8.3778537e-01	 6.7752614e-01	 7.1903472e-02	 2.4585949e-01	 3.3418039e-02	 8.0243413e-02	 9.6339257e-03	 2.9989475e-02	 3.8907117e-03	 3.3116115e-02	 3.7012641e-03	 1.0560808e-02	 1.1482880e-03	 2.9752918e-03	 2.9989208e-04	 1.2583071e-03	 1.4650910e-04	 2.1271643e-04	 2.3131602e-05
 2.4500000e-01	 4.6961144e+03	 4.6385089e+02	 7.8154137e+01	 9.6063638e+00	 7.2181242e+00	 9.4474164e-01	 6.8587031e-01	 7.3132724e-02	 2.0388030e-01	 2.7700179e-02	 6.9725932e-02	 8.3519507e-03	 4.4755253e-02	 5.8124750e-03	 2.5834482e-02	 2.8815239e-03	 1.1670476e-02	 1.2692914e-03	 1.7308168e-03	 1.7404424e-04	 7.7518726e-04	 9.0340597e-05	 1.0446802e-04	 1.1395943e-05
 2.5000000e-01	 4.5885260e+03	 4.5321247e+02	 7.8345067e+01	 9.6291893e+00	 8.0784792e+00	 1.0566093e+00	 7.6014895e-01	 8.1392067e-02	 1.9629831e-01	 2.6686611e-02	 8.0896774e-02	 9.6801376e-03	 6.1013425e-02	 7.9372252e-03	 1.6075551e-02	 1.7906389e-03	 8.3268348e-03	 9.0564551e-04	 3.4409817e-03	 3.4628194e-04	 4.9885224e-04	 5.7980340e-05	 1.9583559e-04	 2.1286071e-05
 2.5500000e-01	 4.4827603e+03	 4.4275478e+02	 7.8129170e+01	 9.6020557e+00	 8.9381226e+00	 1.1679385e+00	 8.9231995e-01	 9.5783957e-02	 2.2442531e-01	 3.0555876e-02	 1.1005401e-01	 1.3176711e-02	 7.0361258e-02	 9.1678445e-03	 1.1576043e-02	 1.2937122e-03	 4.5486354e-03	 4.9425299e-04	 4.9956479e-03	 5.0328854e-04	 1.1882275e-03	 1.3834490e-04	 1.2267580e-04	 1.3388609e-05
 2.6000000e-01	 4.3789755e+03	 4.3249353e+02	 7.7510205e+01	 9.5254339e+00	 9.7553537e+00	 1.2733199e+00	 1.0683158e+00	 1.1477292e-01	 2.8269899e-01	 3.8541174e-02	 1.4768248e-01	 1.7700195e-02	 6.7978084e-02	 8.8701679e-03	 1.5880014e-02	 1.7841602e-03	 4.8667479e-03	 5.2882770e-04	 3.5738756e-03	 3.6026469e-04	 9.4065841e-04	 1.0965369e-04	 1.7557987e-04	 1.9075584e-05
 2.6500000e-01	 4.2773266e+03	 4.2244410e+02	 7.6498329e+01	 9.4005886e+00	 1.0490613e+01	 1.3676430e+00	 1.2695226e+00	 1.3635054e-01	 3.5976896e-01	 4.9086647e-02	 1.8154759e-01	 2.1781813e-02	 5.5100898e-02	 7.1984524e-03	 2.5536731e-02	 2.8674045e-03	 8.8819695e-03	 9.6610627e-04	 1.7539970e-03	 1.7647680e-04	 4.3845596e-04	 5.0971979e-05	 1.4344267e-04	 1.5657439e-05
 2.7000000e-01	 4.1779653e+03	 4.1262167e+02	 7.5109816e+01	 9.2295279e+00	 1.1108387e+01	 1.4463436e+00	 1.4747384e+00	 1.5824471e-01	 4.4069612e-01	 6.0149987e-02	 2.0066243e-01	 2.4099153e-02	 3.8371980e-02	 5.0140560e-03	 3.2856010e-02	 3.6808023e-03	 1.1756313e-02	 1.2792702e-03	 2.8294795e-03	 2.8465780e-04	 1.0636932e-03	 1.2382979e-04	 1.5363975e-04	 1.6683423e-05
