# Time	0_mean	0_err	1_mean	1_err	2_mean	2_err	3_mean	3_err	4_mean	4_err	5_mean	5_err	6_mean	6_err	7_mean	7_err	8_mean	8_err	9_mean	9_err	10_mean	10_err	11_mean	11_err
 1.2500000e-01	 7.7868654e+03	 8.4944373e+02	 3.1569523e+01	 3.2957816e+00	 7.8805469e+00	 5.2247171e-01	 1.2084609e+00	 8.2755292e-02	 2.6415349e-01	 1.2763940e-02	 1.4747953e-01	 7.1545893e-03	 5.1028476e-02	 1.8299586e-03	 1.1016389e-02	 3.6632563e-04	 4.2793950e-03	 1.6042504e-04	 2.5605636e-03	 7.0688419e-05	 6.5487125e-04	 1.5170634e-05	 1.3970931e-04	 2.7457386e-06
 1.3000000e-01	 7.6886677e+03	 8.3960643e+02	 3.0792343e+01	 3.1673801e+00	 8.4376710e+00	 5.6445121e-01	 1.0432940e+00	 7.2725700e-02	 3.2158735e-01	 1.5734294e-02	 1.1780978e-01	 5.9764748e-03	 5.8692081e-02	 2.2422594e-03	 1.5043921e-02	 4.7381613e-04	 5.5192054e-03	 1.7481562e-04	 3.2565508e-03	 1.0129470e-04	 9.0550000e-04	 2.2341713e-05	 1.2669989e-04	 2.9825297e-06
 1.3500000e-01	 7.5880731e+03	 8.2951395e+02	 3.0473895e+01	 3.0842230e+00	 8.9056724e+00	 6.0151228e-01	 8.8906812e-01	 6.2581879e-02	 3.7763765e-01	 1.8902163e-02	 9.2695148e-02	 4.6868823e-03	 5.8793783e-02	 2.4188236e-03	 1.9926536e-02	 6.5809658e-04	 7.7202473e-03	 2.5745621e-04	 2.6912826e-03	 9.5344771e-05	 6.8866930e-04	 2.0468103e-05	 1.3113915e-04	 2.6250975e-06
 1.4000000e-01	 7.4852216e+03	 8.1917944e+02	 3.0614613e+01	 3.0471688e+00	 9.2644150e+00	 6.3213684e-01	 7.6000460e-01	 5.3199429e-02	 4.2226286e-01	 2.1722792e-02	 7.9338737e-02	 3.6443816e-03	 5.1424482e-02	 2.2848434e-03	 2.1940246e-02	 7.7690068e-04	 8.3237327e-03	 3.1171822e-04	 1.9056559e-03	 6.4366861e-05	 6.0134360e-04	 1.4905885e-05	 1.3219772e-04	 3.0642561e-06
 1.4500000e-01	 7.3802582e+03	 8.0861668e+02	 3.1208142e+01	 3.0564260e+00	 9.4988331e+00	 6.5508809e-01	 6.6762109e-01	 4.5377883e-02	 4.4765491e-01	 2.3722302e-02	 8.1267388e-02	 3.1737612e-03	 4.0287161e-02	 1.9057029e-03	 1.9648115e-02	 7.4971251e-04	 6.7158742e-03	 2.8232030e-04	 2.2488251e-03	 6.1839067e-05	 8.5026610e-04	 2.0158342e-05	 1.2303723e-04	 2.5200535e-06
 1.5000000e-01	 7.2733347e+03	 7.9783979e+02	 3.2241983e+01	 3.1115519e+00	 9.5995039e+00	 6.6946065e-01	 6.1971274e-01	 3.9790632e-02	 4.4959426e-01	 2.4575099e-02	 9.7413129e-02	 3.4383585e-03	 3.0803274e-02	 1.4540417e-03	 1.4886750e-02	 6.0245855e-04	 4.7972774e-03	 2.0314222e-04	 3.0277849e-03	 9.0422061e-05	 7.4328544e-04	 2.1227943e-05	 1.3554025e-04	 3.0746441e-06
 1.5500000e-01	 7.1646038e+03	 7.8686310e+02	 3.3697589e+01	 3.2115002e+00	 9.5629386e+00	 6.7471111e-01	 6.1971478e-01	 3.6944646e-02	 4.2810734e-01	 2.4155601e-02	 1.2256264e-01	 4.3068456e-03	 2.7436635e-02	 1.1377305e-03	 1.1258342e-02	 4.3986903e-04	 4.6879333e-03	 1.6009534e-04	 2.8408463e-03	 9.7605784e-05	 5.7622536e-04	 1.5571686e-05	 1.1686318e-04	 2.4496362e-06
 1.6000000e-01	 7.0542224e+03	 7.7570097e+02	 3.5551009e+01	 3.3546442e+00	 9.3917708e+00	 6.7068734e-01	 6.6644008e-01	 3.7097952e-02	 3.8738015e-01	 2.2556360e-02	 1.4897938e-01	 5.4789340e-03	 3.1566891e-02	 1.1179259e-03	 1.1366594e-02	 3.7768733e-04	 6.3391025e-03	 2.0179957e-04	 2.0484568e-03	 7.2901503e-05	 7.7807865e-04	 1.8215385e-05	 1.3677720e-04	 3.0480510e-06
 1.6500000e-01	 6.9423443e+03	 7.6436758e+02	 3.7773768e+01	 3.5388379e+00	 9.0943117e+00	 6.5761469e-01	 7.5439061e-01	 4.0178261e-02	 3.3489945e-01	 2.0064986e-02	 1.6871568e-01	 6.6235070e-03	 4.0925870e-02	 1.3938358e-03	 1.4921144e-02	 4.6967253e-04	 7.7441405e-03	 2.7170301e-04	 2.0376094e-03	 5.8249270e-05	 7.7696238e-04	 2.1209982e-05	 1.1328049e-04	 2.4407093e-06
 1.7000000e-01	 6.8291245e+03	 7.5287707e+02	 4.0333346e+01	 3.7615453e+00	 8.6841176e+00	 6.3607751e-01	 8.7431925e-01	 4.5789244e-02	 2.8007046e-01	 1.7109998e-02	 1.7594350e-01	 7.4340834e-03	 5.0792668e-02	 1.8067197e-03	 1.9083973e-02	 6.3441312e-04	 7.3135383e-03	 2.9190465e-04	 2.7687555e-03	 7.9396613e-05	 5.8448525e-04	 1.6778654e-05	 1.3770082e-04	 3.0075813e-06
 1.7500000e-01	 6.7147192e+03	 7.4124393e+02	 4.3192830e+01	 4.0198258e+00	 8.1796447e+00	 6.0701057e-01	 1.0141383e+00	 5.3312983e-02	 2.3254507e-01	 1.4187048e-02	 1.6867147e-01	 7.6952604e-03	 5.6340414e-02	 2.1619595e-03	 2.0692083e-02	 7.4334518e-04	 5.6291065e-03	 2.4463857e-04	 2.9298910e-03	 9.6770430e-05	 7.1876678e-04	 1.7069347e-05	 1.1135877e-04	 2.4302576e-06
 1.8000000e-01	 6.5992851e+03	 7.2948276e+02	 4.6311155e+01	 4.3102840e+00	 7.6034840e+00	 5.7166364e-01	 1.1600553e+00	 6.2003155e-02	 2.0051304e-01	 1.1783346e-02	 1.4931795e-01	 7.3407455e-03	 5.4979066e-02	 2.3046169e-03	 1.8629429e-02	 7.2376774e-04	 4.6496553e-03	 1.8198196e-04	 2.2664779e-03	 8.1699397e-05	 7.9610081e-04	 2.0844435e-05	 1.3675246e-04	 2.9304970e-06
 1.8500000e-01	 6.4829816e+03	 7.1760833e+02	 4.9643477e+01	 4.6290384e+00	 6.9812346e+00	 5.3154176e-01	 1.2979687e+00	 7.1057054e-02	 1.8926977e-01	 1.0314677e-02	 1.2390006e-01	 6.4713684e-03	 4.7546570e-02	 2.1766674e-03	 1.4563311e-02	 5.9655418e-04	 5.4026320e-03	 1.7424705e-04	 1.9463030e-03	 5.9961484e-05	 6.0590575e-04	 1.7836730e-05	 1.1012297e-04	 2.4511828e-06
 1.9000000e-01	 6.3659674e+03	 7.0563570e+02	 5.3142442e+01	 4.9720516e+00	 6.3402960e+00	 4.8832848e-01	 1.4148016e+00	 7.9669248e-02	 2.0034805e-01	 1.0064400e-02	 1.0010843e-01	 5.3232841e-03	 3.7777640e-02	 1.8386868e-03	 1.1553886e-02	 4.5168171e-04	 6.8752211e-03	 2.2650940e-04	 2.4618885e-03	 6.8702540e-05	 6.5307055e-04	 1.6184893e-05	 1.3355497e-04	 2.8287097e-06
 1.9500000e-01	 6.2484013e+03	 6.9357985e+02	 5.6758698e+01	 5.3349088e+00	 5.7084271e+00	 4.4379822e-01	 1.4996663e+00	 8.7085781e-02	 2.3133878e-01	 1.1081348e-02	 8.4917974e-02	 4.2064037e-03	 3.0370360e-02	 1.4406124e-03	 1.1689970e-02	 3.9088075e-04	 7.2976955e-03	 2.7089910e-04	 2.8401318e-03	 9.0175453e-05	 7.8140390e-04	 1.9946850e-05	 1.1034951e-04	 2.4850147e-06
 2.0000000e-01	 6.1304439e+03	 6.8145584e+02	 6.0441685e+01	 5.7130123e+00	 5.1126440e+00	 3.9974877e-01	 1.5448141e+00	 9.2664741e-02	 2.7636680e-01	 1.3136492e-02	 8.2533313e-02	 3.4502666e-03	 2.8687623e-02	 1.1655418e-03	 1.4606145e-02	 4.6468650e-04	 6.2093067e-03	 2.5977868e-04	 2.4180012e-03	 8.6957100e-05	 6.3904412e-04	 1.8699435e-05	 1.3050791e-04	 2.7453919e-06
 2.0500000e-01	 6.0122557e+03	 6.6927829e+02	 6.4140304e+01	 6.1016919e+00	 4.5780084e+00	 3.5792486e-01	 1.5463506e+00	 9.5932830e-02	 3.2714581e-01	 1.5819318e-02	 9.3205713e-02	 3.3260188e-03	 3.3208481e-02	 1.1526089e-03	 1.7918450e-02	 6.0542305e-04	 4.9152563e-03	 2.0808287e-04	 1.9611625e-03	 6.5538994e-05	 6.1445879e-04	 1.6028104e-05	 1.1154168e-04	 2.5160312e-06
 2.1000000e-01	 5.8939940e+03	 6.5706209e+02	 6.7803480e+01	 6.4961289e+00	 4.1265968e+00	 3.1996985e-01	 1.5045483e+00	 9.6628196e-02	 3.7447356e-01	 1.8646180e-02	 1.1328071e-01	 3.8606182e-03	 4.1437887e-02	 1.3906487e-03	 1.9113050e-02	 7.0181197e-04	 4.8992583e-03	 1.7340656e-04	 2.2460732e-03	 6.2591059e-05	 7.5503040e-04	 1.8998898e-05	 1.2710020e-04	 2.6688774e-06
 2.1500000e-01	 5.7758254e+03	 6.4482226e+02	 7.1380709e+01	 6.8915073e+00	 3.7767414e+00	 2.8739954e-01	 1.4237940e+00	 9.4718291e-02	 4.0986651e-01	 2.1133120e-02	 1.3640933e-01	 4.8162055e-03	 4.9225185e-02	 1.7408753e-03	 1.7396442e-02	 6.9091773e-04	 6.1087209e-03	 1.9803243e-04	 2.7204669e-03	 8.2251821e-05	 6.7295687e-04	 1.9248388e-05	 1.1371730e-04	 2.5803952e-06
 2.2000000e-01	 5.6579129e+03	 6.3257375e+02	 7.4822678e+01	 7.2829813e+00	 3.5423059e+00	 2.6157560e-01	 1.3121449e+00	 9.0400051e-02	 4.2707055e-01	 2.2863315e-02	 1.5551508e-01	 5.8884351e-03	 5.2814211e-02	 2.0434142e-03	 1.4184090e-02	 5.8831479e-04	 7.0888725e-03	 2.4938098e-04	 2.5467993e-03	 8.9324891e-05	 5.9986047e-04	 1.6423503e-05	 1.2387255e-04	 2.5740735e-06
 2.2500000e-01	 5.5404154e+03	 6.2033160e+02	 7.8081863e+01	 7.6656194e+00	 3.4319613e+00	 2.4365832e-01	 1.1806100e+00	 8.4083851e-02	 4.2320323e-01	 2.3554053e-02	 1.6494477e-01	 6.7918275e-03	 5.0633023e-02	 2.1715183e-03	 1.1936175e-02	 4.6816354e-04	 6.7207760e-03	 2.6721874e-04	 2.0620636e-03	 7.2942217e-05	 7.2465757e-04	 1.8151041e-05	 1.1551702e-04	 2.6374000e-06
 2.3000000e-01	 5.4234887e+03	 6.0811061e+02	 8.1113838e+01	 8.0346558e+00	 3.4488323e+00	 2.3452780e-01	 1.0420303e+00	 7.6351029e-02	 3.9925046e-01	 2.3102082e-02	 1.6212952e-01	 7.2972628e-03	 4.3949165e-02	 2.0737139e-03	 1.2252819e-02	 4.1747295e-04	 5.4796267e-03	 2.3523261e-04	 2.1059553e-03	 6.1114321e-05	 6.9433938e-04	 1.9319478e-05	 1.1998064e-04	 2.4967247e-06
 2.3500000e-01	 5.3072873e+03	 5.9592514e+02	 8.3877801e+01	 8.3855338e+00	 3.5905785e+00	 2.3465418e-01	 9.0976099e-01	 6.7894061e-02	 3.5981942e-01	 2.1599325e-02	 1.4825410e-01	 7.2804168e-03	 3.6115972e-02	 1.7941587e-03	 1.4709734e-02	 4.8000410e-04	 4.7960599e-03	 1.8903806e-04	 2.5369873e-03	 7.3463524e-05	 5.8907976e-04	 1.6551947e-05	 1.1640071e-04	 2.6724082e-06
 2.4000000e-01	 5.1919642e+03	 5.8378944e+02	 8.6336962e+01	 8.7139286e+00	 3.8495232e+00	 2.4397974e-01	 7.9633570e-01	 5.9451195e-02	 3.1219873e-01	 1.9310127e-02	 1.2774888e-01	 6.7507991e-03	 3.0842332e-02	 1.4563740e-03	 1.7285320e-02	 5.9706358e-04	 5.3696483e-03	 1.7952503e-04	 2.5562700e-03	 8.6273460e-05	 6.8061958e-04	 1.7078945e-05	 1.1643568e-04	 2.4407285e-06
 2.4500000e-01	 5.0776698e+03	 5.7171768e+02	 8.8458726e+01	 9.0157406e+00	 4.2131432e+00	 2.6190693e-01	 7.1229338e-01	 5.1759183e-02	 2.6497018e-01	 1.6623226e-02	 1.0683932e-01	 5.8469254e-03	 3.0380578e-02	 1.2189840e-03	 1.7970222e-02	 6.7160025e-04	 6.4264899e-03	 2.1619346e-04	 2.1391520e-03	 7.7760659e-05	 7.0258783e-04	 1.9100824e-05	 1.1733219e-04	 2.6978897e-06
 2.5000000e-01	 4.9645516e+03	 5.5972401e+02	 9.0215383e+01	 9.2872096e+00	 4.6645637e+00	 2.8740218e-01	 6.6516787e-01	 4.5506076e-02	 2.2644687e-01	 1.3987269e-02	 9.1612175e-02	 4.8017655e-03	 3.4540487e-02	 1.1987614e-03	 1.6283988e-02	 6.5292614e-04	 6.6992525e-03	 2.5082230e-04	 2.0194078e-03	 6.2532706e-05	 5.9331661e-04	 1.6980541e-05	 1.1381378e-04	 2.4179374e-06
 2.5500000e-01	 4.8527557e+03	 5.4782227e+02	 9.1583964e+01	 9.5249495e+00	 5.1833561e+00	 3.1914925e-01	 6.5880315e-01	 4.1302507e-02	 2.0318671e-01	 1.1847908e-02	 8.6207633e-02	 3.8996236e-03	 4.0945859e-02	 1.3796244e-03	 1.3568514e-02	 5.6048598e-04	 5.8993304e-03	 2.4488301e-04	 2.3646835e-03	 6.6596172e-05	 6.4191898e-04	 1.6360651e-05	 1.1773290e-04	 2.7248661e-06
 2.6000000e-01	 4.7424278e+03	 5.3602644e+02	 9.2546989e+01	 9.7259949e+00	 5.7463401e+00	 3.5565225e-01	 6.9306977e-01	 3.9615145e-02	 1.9886998e-01	 1.0591798e-02	 9.1686336e-02	 3.4304605e-03	 4.6311984e-02	 1.6491229e-03	 1.1890828e-02	 4.5979191e-04	 4.9791119e-03	 2.0769312e-04	 2.5251060e-03	 8.1109433e-05	 7.0068032e-04	 1.8587000e-05	 1.1194327e-04	 2.3913624e-06
 2.6500000e-01	 4.6337134e+03	 5.2435018e+02	 9.3092271e+01	 9.8878322e+00	 6.3286065e+00	 3.9530566e-01	 7.6392971e-01	 4.0639607e-02	 2.1372807e-01	 1.0466905e-02	 1.0586188e-01	 3.5676729e-03	 4.8064094e-02	 1.8855120e-03	 1.2455024e-02	 4.2341836e-04	 4.9734829e-03	 1.8032946e-04	 2.2189564e-03	 8.0760443e-05	 6.0850820e-04	 1.7407181e-05	 1.1818825e-04	 2.7234854e-06
 2.7000000e-01	 4.5267542e+03	 5.1280712e+02	 9.3213075e+01	 1.0008435e+01	 6.9045397e+00	 4.3643790e-01	 8.6386819e-01	 4.4206255e-02	 2.4458116e-01	 1.1477216e-02	 1.2410317e-01	 4.2147957e-03	 4.5519439e-02	 1.9912461e-03	 1.4732898e-02	 4.8675104e-04	 5.8264492e-03	 1.9494108e-04	 2.0025090e-03	 6.6629747e-05	 6.1652771e-04	 1.6102748e-05	 1.1103156e-04	 2.4003801e-06
